city,state,lat,lng
Praesel,TX,30.631,-97.0211
Modest Town,VA,37.8169,-75.5611
Bug Tussle,OK,35.0293,-95.6836
Kampsville,IL,39.2971,-90.6127
Hadar,NE,42.1072,-97.451
Gratiot,OH,39.9515,-82.2168
Lowrey,OK,36.0974,-94.9291
Leary,GA,31.4847,-84.5133
Chauncey,GA,32.1059,-83.0646
Moro,AR,34.792,-90.988
Elkmont,AL,34.9289,-86.9765
Oakdale,IL,38.2648,-89.5035
Burlington,MI,42.1047,-85.0776
Centre Island,NY,40.9017,-73.5211
Lowgap,NC,36.5231,-80.8671
Pillow,PA,40.6406,-76.803
Kitzmiller,MD,39.3894,-79.1833
Vadito,NM,36.1929,-105.6755
Darbyville,OH,39.6957,-83.1139
Mohawk,MI,47.3078,-88.3542
Rollinsville,CO,39.9232,-105.5136
Mallard,IA,42.9394,-94.6834
Riggins,ID,45.4203,-116.3179
Callao,MO,39.7621,-92.6237
Jeffersonville,IL,38.4425,-88.404
Birdseye,IN,38.3149,-86.6961
Bluffton,MN,46.4696,-95.2338
Westport,OR,46.1303,-123.3715
Onaway,ID,46.9282,-116.8896
Goose Creek,KY,38.2934,-85.5906
Delanson,NY,42.7474,-74.1841
Myra,TX,33.624,-97.3144
West Glacier,MT,48.4916,-113.9961
Washingtonville,PA,41.0523,-76.675
Winifred,MT,47.5621,-109.3773
Lime Ridge,WI,43.4676,-90.1577
Wyano,PA,40.2015,-79.6939
Ranchitos del Norte,TX,26.4003,-98.8715
Hanover,NM,32.8149,-108.0897
Centertown,TN,35.7251,-85.9197
Cerulean,KY,36.9552,-87.7089
Bessie,OK,35.3854,-98.9892
Mendota,VA,36.7102,-82.3048
Fairgarden,TN,35.8982,-83.4119
Meservey,IA,42.9157,-93.4733
Boone,CO,38.2495,-104.2583
Cedar Point,IL,41.2651,-89.126
Quinlan,OK,36.4562,-99.0457
Gotebo,OK,35.0712,-98.8743
Arona,PA,40.2683,-79.6578
Bennett,NC,35.5664,-79.54
Daviston,SC,33.8862,-79.3718
Belleview,KY,38.9793,-84.8249
Milburn,OK,34.24,-96.552
Midland,AR,35.0927,-94.3531
Unionville,VA,38.2599,-77.9683
Ballantine,MT,45.9511,-108.1428
Celeryville,OH,41.0287,-82.7273
Redding Center,CT,41.3067,-73.3831
Tarlton,OH,39.5543,-82.7781
Landisburg,PA,40.343,-77.3057
Grass Valley,OR,45.3591,-120.7844
Port Elizabeth,NJ,39.3079,-74.9757
Hessen Cassel,IN,40.9778,-85.0791
Rossburg,OH,40.2801,-84.6383
Emeigh,PA,40.6948,-78.787
Greenway,AR,36.3405,-90.2221
Ridgeway,SC,34.3066,-80.9601
Moonshine,LA,29.9701,-90.8132
Carolina,WV,39.4795,-80.2728
Mount Carmel,SC,34.0185,-82.5045
Davis,NC,34.7996,-76.4641
Toronto,KS,37.7986,-95.9497
Oslo,MN,48.1954,-97.1321
Crane,IN,38.8943,-86.9012
Doddsville,MS,33.6598,-90.5214
Ward,SC,33.8573,-81.7313
Rockville,UT,37.1478,-113.0548
South English,IA,41.4522,-92.0903
Shumway,IL,39.1834,-88.6532
Rushville,MO,39.5874,-95.0235
Antreville,SC,34.2971,-82.5541
Alton,UT,37.4303,-112.5061
Wildrose,ND,48.6299,-103.1837
Jamison City,PA,41.2982,-76.3691
Riverview,AL,31.0587,-87.0709
East Alliance,OH,40.9092,-81.0742
Bluebell,UT,40.3576,-110.2232
Casstown,OH,40.0528,-84.1285
Lodoga,CA,39.3041,-122.5058
Ripley,OK,36.0158,-96.9039
Hills and Dales,OH,40.8292,-81.4439
Lineville,IA,40.587,-93.5232
Puako,HI,19.9628,-155.8389
Ceylon,MN,43.5329,-94.6307
Canby,CA,41.4477,-120.8843
Lac La Belle,WI,43.1432,-88.53
Avera,GA,33.1934,-82.5287
Joppa,IL,37.207,-88.8447
Venice,LA,29.2875,-89.3637
Alderson,OK,34.9006,-95.6896
St. Hilaire,MN,48.0135,-96.2137
Bruning,NE,40.3358,-97.5647
Big Horn,WY,44.6791,-106.9971
Compton,IL,41.6942,-89.0858
Pleasanton,NM,33.2759,-108.8792
Tilden,TX,28.46,-98.5487
Oil Trough,AR,35.6292,-91.4612
San Carlos II,TX,27.4901,-99.3684
Hickory Ridge,AR,35.4029,-90.9946
Moran,TX,32.5471,-99.1663
Forest,IN,40.3736,-86.3328
Alsey,IL,39.5592,-90.4328
Golden Valley,ND,47.2901,-102.0652
Brothertown,WI,43.9713,-88.3127
El Prado Estates,AZ,32.7062,-114.5215
Elliott,IL,40.4662,-88.2769
Jensen,UT,40.3695,-109.3555
Wahkon,MN,46.1206,-93.5223
Twin Groves,AR,35.3187,-92.4253
Glencoe,CA,38.3541,-120.5849
Kirkpatrick,OR,45.6796,-118.6499
Pawnee Rock,KS,38.2649,-98.9823
Bryant,IN,40.5359,-84.9633
Starr,SC,34.3774,-82.6954
Vergas,MN,46.6547,-95.8029
Kempton,IL,40.9354,-88.2363
Aripeka,FL,28.4308,-82.6668
Laurelton,PA,40.8815,-77.2024
Pecan Gap,TX,33.4382,-95.8519
Trenton,SC,33.7401,-81.8404
Delco,NC,34.3188,-78.2267
Oceola,OH,40.8441,-83.0947
College Station,AR,34.7057,-92.2297
Aneth,UT,37.205,-109.1623
Mokane,MO,38.6744,-91.8723
Davenport,NE,40.3123,-97.8115
Ogema,MN,47.1016,-95.9225
Granger,WY,41.5979,-109.9652
Two Strike,SD,43.2141,-100.8988
Oakley,MI,43.1434,-84.1685
Belsano,PA,40.5195,-78.8711
Mulhall,OK,36.0913,-97.361
Vernon,UT,40.0956,-112.4458
Midway,TX,31.0252,-95.7539
La Yuca,PR,18.0727,-66.6077
Abanda,AL,33.0926,-85.5253
Pronghorn,OR,44.1881,-121.1817
Preston,NV,38.915,-115.0637
North Bay,NY,43.2283,-75.745
Thor,IA,42.6881,-94.0496
Kanarraville,UT,37.5378,-113.181
Farnam,NE,40.7065,-100.2155
Munich,ND,48.6729,-98.8385
Bruce Crossing,MI,46.5394,-89.1779
Briarcliff,AR,36.272,-92.2821
Finland,MN,47.4288,-91.2656
Toad Hop,IN,39.4568,-87.464
Dryville,PA,40.4623,-75.7532
Poole,KY,37.6392,-87.6447
Weston,NE,41.1931,-96.7422
Nixburg,AL,32.864,-86.0976
Megargel,TX,33.4535,-98.9298
Bovina,MS,32.3499,-90.7359
Marshall,OK,36.1502,-97.6234
Fulton,IN,40.9463,-86.2642
Rising City,NE,41.198,-97.2972
Amherstdale,WV,37.7799,-81.8183
Bunceton,MO,38.7894,-92.7992
Fortuna,MO,38.5676,-92.797
Alexander,ND,47.8393,-103.6426
Christine,ND,46.5752,-96.8066
Candlewood Lake Club,CT,41.4939,-73.4373
Chain of Rocks,MO,38.9155,-90.802
Pisgah,IA,41.8305,-95.9262
Nulato,AK,64.7052,-158.2382
Glencoe,OH,40.0106,-80.8815
Poplar Grove,AR,34.5522,-90.8542
Crawford,MS,33.3023,-88.6255
Applegate,MI,43.3554,-82.6371
Teller,AK,65.2531,-166.342
Bloomington,ID,42.1908,-111.4042
Hemlock,OH,39.5905,-82.1545
McGrath,AK,62.9424,-155.563
Reklaw,TX,31.8662,-94.9834
Hall,NY,42.7965,-77.068
Medina,ND,46.8938,-99.2999
Fountain Run,KY,36.7238,-85.9561
Keswick,IA,41.4545,-92.2383
Fertile,IA,43.2623,-93.4232
Copemish,MI,44.4804,-85.9242
Table Rock,NE,40.1783,-96.0887
Montrose,IL,39.166,-88.3781
Fairhaven,MN,45.3231,-94.204
Lewisville,MN,43.9241,-94.4341
Lostine,OR,45.4868,-117.4296
Catherine,CO,39.4017,-107.133
Stinson Beach,CA,37.9026,-122.6501
Ida,LA,33.0016,-93.8954
Grenada,CA,41.6406,-122.526
Jenera,OH,40.8995,-83.727
Oakvale,WV,37.3323,-80.9704
Halchita,UT,37.1314,-109.9131
Clayville,NY,42.9748,-75.2489
Cottonwood,TX,32.4613,-96.3965
Foster,OK,34.6046,-97.4907
Jennings,MI,44.3325,-85.2969
Eastville,VA,37.3511,-75.9417
Albright,WV,39.4937,-79.6399
Vanlue,OH,40.9752,-83.4825
Rancho Grande,NM,33.6826,-108.8581
Kellnersville,WI,44.2253,-87.8021
Victoria,IL,41.0315,-90.0918
Greenview,WV,37.9964,-81.8202
Ellinger,TX,29.8394,-96.7053
Westfir,OR,43.7579,-122.5097
Iaeger,WV,37.4642,-81.8111
Harpers Ferry,IA,43.2006,-91.1522
Berry,KY,38.5205,-84.3837
Nome,TX,30.0364,-94.4063
Spickard,MO,40.2432,-93.5923
Potsdam,OH,39.9637,-84.4148
Bayview,NC,35.4414,-76.7928
Low Moor,IA,41.8029,-90.355
Atalissa,IA,41.5715,-91.1664
Rocky Comfort,MO,36.7424,-94.0904
Westville,FL,30.7697,-85.8465
Hebron,TX,33.0337,-96.8759
Palominas,AZ,31.3839,-110.1212
Copper City,MI,47.2842,-88.3877
El Adobe,CA,35.2451,-118.9589
Maitland,PA,40.6242,-77.5019
Mill Run,PA,40.5055,-78.4333
Amasa,MI,46.2295,-88.4579
Johnstown,WY,43.1118,-108.6955
Genesee,PA,41.9914,-77.8656
Gray,PA,40.1331,-79.0924
Buck Run,PA,40.7068,-76.3212
Fort Laramie,WY,42.2131,-104.5175
Randlett,OK,34.1773,-98.4639
Tangier,VA,37.8235,-75.9934
Randolph,TN,35.5195,-89.8825
Cypress,IL,37.3655,-89.0187
Reserve,WI,45.8337,-91.3545
Christie,OK,35.9709,-94.6542
Trout Creek,MT,47.8331,-115.5837
Rosedale,NM,32.7694,-108.2417
Cedar Grove,IN,39.356,-84.9372
Loganville,WI,43.4389,-90.0371
Hamilton,WA,48.5283,-121.9839
Leon,WV,38.7471,-81.9555
Monroe,NE,41.4741,-97.5989
Bolton Valley,VT,44.4166,-72.8576
Pleasant Grove,MD,39.6802,-78.6904
Arthur,IA,42.3354,-95.3468
Homestead,IA,41.7612,-91.8711
Greeley,IA,42.5849,-91.3417
Prairie Home,MO,38.8136,-92.5906
Defiance,IA,41.8253,-95.3403
Taft,TN,35.0261,-86.7176
Jewett,IL,39.2077,-88.2431
Kipton,OH,41.2665,-82.304
Vinton,OH,38.9776,-82.3374
Nakaibito,NM,35.7826,-108.8039
Hysham,MT,46.2909,-107.2305
Bonney,TX,29.3013,-95.4508
Perrytown,AR,33.6973,-93.534
Lisbon,LA,32.7893,-92.8672
Sunbury,NC,36.4469,-76.6127
Barnum,IA,42.5062,-94.3657
Hoskins,NE,42.1126,-97.3045
Perry,SC,33.6281,-81.3079
Cuyuna,MN,46.5115,-93.9264
Albion,CA,39.2256,-123.7564
Chunchula,AL,30.9237,-88.2072
Carman,IL,40.7362,-91.0617
Yankee Hill,NE,40.7653,-96.7322
Boomer,WV,38.149,-81.28
Brucetown,VA,39.252,-78.0605
Sierra City,CA,39.574,-120.6297
Standard,IL,41.2558,-89.1818
Butler,OK,35.6365,-99.1861
Jackson Springs,NC,35.2127,-79.6297
St. Charles,AR,34.373,-91.1375
Bancroft,ID,42.7202,-111.883
Mountain,WI,45.1863,-88.468
Watersmeet,MI,46.2872,-89.1937
Haystack,NM,35.3612,-107.934
Harcourt,IA,42.2606,-94.1745
Dry Creek,OK,35.7275,-94.8704
Corwith,IA,42.9889,-93.9582
Collins,WI,44.0856,-87.9809
Saratoga,IN,40.2368,-84.9159
Dougherty,OK,34.4005,-97.0514
Macedonia,IA,41.1922,-95.4266
McDonald,KS,39.7848,-101.3702
Gresham,NE,41.0284,-97.4011
Kiron,IA,42.1941,-95.3271
Edison,WA,48.564,-122.4348
Griffithville,AR,35.1231,-91.6449
Hanlontown,IA,43.2809,-93.3789
Perrin,TX,33.0348,-98.0693
Freistatt,MO,37.0213,-93.8976
North Vandergrift,PA,40.6085,-79.5561
Kinderhook,IL,39.7037,-91.1526
Carbon Hill,OH,39.5021,-82.2426
Carrizo,AZ,33.9866,-110.3314
Browntown,WI,42.5788,-89.7894
Olmsted,IL,37.1827,-89.0849
Middletown,IL,40.0994,-89.5903
Grahamsville,NY,41.8527,-74.5522
Paisley,OR,42.6926,-120.5452
Toaville,PR,18.4438,-66.2431
Middletown,MO,39.1286,-91.4139
Leonard,ND,46.6523,-97.2499
Cornwall Bridge,CT,41.8054,-73.3852
McNary,LA,30.9895,-92.5795
Dotyville,OK,36.8515,-94.9098
Gorham,IL,37.7151,-89.4831
Goldsboro,MD,39.0316,-75.7821
Hanover,AL,33.0029,-86.199
Summerfield,IL,38.5957,-89.7497
Pine Level,FL,30.8887,-87.1687
Willard,NM,34.5948,-106.0325
Centerview,MO,38.7462,-93.8442
Prompton,PA,41.5891,-75.3275
Guinda,CA,38.8274,-122.1984
Hartleton,PA,40.9002,-77.1564
Mize,MS,31.8665,-89.5542
Crumpton,MD,39.2358,-75.9223
Arcadia,KS,37.6412,-94.624
Broadwell,IL,40.0668,-89.4429
Brookfield Center,CT,41.4623,-73.3875
Chickamaw Beach,MN,46.7452,-94.3844
Hanley Falls,MN,44.6918,-95.6195
Aquilla,OH,41.5465,-81.173
Kingsbury,TX,29.6541,-97.8
Hackensack,MN,46.927,-94.5161
Bolivia,NC,34.0699,-78.1472
Florida,OH,41.3238,-84.2002
Mifflin,OH,40.7734,-82.3639
Vernon,AZ,34.2508,-109.6926
Munjor,KS,38.8089,-99.2674
Yorkana,PA,39.976,-76.5846
Clayton,MI,41.8649,-84.2347
Pottawattamie Park,IN,41.7233,-86.8671
Dover,KY,38.7563,-83.8844
Millville,MN,44.2448,-92.2958
Alamillo,NM,34.2519,-106.9158
Robeson Extension,PA,40.4673,-78.1997
Castalia,NC,36.0823,-78.0576
Wheatland,MO,37.9404,-93.3993
New Hamburg,MO,37.1294,-89.5959
Rosalie,NE,42.0574,-96.5128
Bull Lake,MT,48.2379,-115.8474
Glen Acres,NM,32.375,-108.7162
Roaring Springs,TX,33.8992,-100.8561
Paradise Valley,NV,41.4937,-117.547
Springville,PA,41.6974,-75.9226
Kennedy,NY,42.159,-79.0982
Searchlight,NV,35.4555,-114.9204
Spillertown,IL,37.7646,-88.9204
Boston,IN,39.7412,-84.8517
Alsace Manor,PA,40.3973,-75.8548
Glenford,OH,39.8863,-82.3201
Willisville,AR,33.5194,-93.2949
Allenwood,PA,41.1081,-76.8981
Rockland,MI,46.7394,-89.1795
Alamo,NM,34.4184,-107.5125
Scipio,IN,39.0771,-85.716
Barstow,WA,48.7783,-118.1329
Mongo,IN,41.6848,-85.2797
Opdyke,IL,38.2583,-88.7898
Elrod,NC,34.6072,-79.2307
Sacramento,NM,32.7917,-105.5723
Aristes,PA,40.8156,-76.3395
Latexo,TX,31.3892,-95.4724
McNeal,AZ,31.6079,-109.6699
Gary,SD,44.7941,-96.4574
East New Market,MD,38.597,-75.9232
White Shield,ND,47.6601,-101.8436
Alexander,IA,42.8044,-93.4786
Meadow,UT,38.8863,-112.4073
Glenmont,OH,40.519,-82.0925
Taylor,MS,34.2691,-89.5833
Elk City,KS,37.2896,-95.9099
Ransom,IL,41.1586,-88.6542
Cairo,MO,39.5112,-92.4411
Aniwa,WI,45.0117,-89.2089
Knottsville,KY,37.7726,-86.9064
Oso,WA,48.2836,-121.9238
Long Point,IL,41.005,-88.8926
Davenport,ND,46.7148,-97.0657
Carlton,GA,34.0426,-83.0386
Panama,IA,41.7261,-95.4754
Pottersville,NJ,40.7133,-74.7253
Sicangu Village,SD,43.0137,-100.5757
Denning,AR,35.4252,-93.7568
Crosby,MS,31.2791,-91.063
Mount Royal,PA,40.0393,-76.8878
Hillside Colony,MT,48.9789,-112.0704
Campbell,MN,46.0976,-96.4055
Farmington,KY,36.6691,-88.5276
Helena,OH,41.3403,-83.2921
Onyx,CA,35.6839,-118.2102
Port Mansfield,TX,26.5623,-97.4365
Tiki Gardens,HI,19.5287,-155.0031
Cibola,AZ,33.3733,-114.6792
Los Alvarez,TX,26.3859,-98.899
Nikolaevsk,AK,59.8295,-151.5964
New Boston,NH,42.9781,-71.6937
Holmesville,OH,40.629,-81.9233
Zephyr,TX,31.6791,-98.7911
Packwaukee,WI,43.7653,-89.4599
Leona,TX,31.1537,-95.976
Funk,NE,40.4631,-99.2507
Agra,KS,39.7612,-99.1195
Uehling,NE,41.7348,-96.5058
Peterson,MN,43.7868,-91.8333
Bakerhill,AL,31.7769,-85.2955
Centerville,MO,37.4367,-90.9601
Garretts Mill,MD,39.3534,-77.6892
Ruby,SC,34.7462,-80.1799
San Simon,AZ,32.2682,-109.2302
Rock Point,MD,38.2754,-76.8428
Kunkle,OH,41.636,-84.4943
Springfield Center,NY,42.8357,-74.8721
Vibbard,MO,39.3854,-94.1455
Sherwood,ND,48.9619,-101.6328
Storden,MN,44.0396,-95.3193
Pleasant Dale,NE,40.791,-96.9329
White City,IL,39.0716,-89.7637
River Bottom,OK,35.6357,-95.2378
Newtonia,MO,36.8794,-94.1836
Spencerville,IN,41.2831,-84.9219
Unity,SC,34.8024,-80.6936
Newark,MD,38.2751,-75.2733
Graniteville,VT,44.1463,-72.4818
Whitley Gardens,CA,35.6574,-120.507
Wyatt,MO,36.9371,-89.1911
St. Marks,FL,30.1656,-84.2078
Greenhorn,CA,39.903,-120.759
Glendo,WY,42.5049,-105.025
Vina,CA,39.9343,-122.0517
Orestes,IN,40.271,-85.7247
Hamilton,NC,35.9443,-77.2067
Rensselaer,MO,39.6692,-91.5387
Lohman,MO,38.5428,-92.3646
Cushing,IA,42.4651,-95.6757
Gail,TX,32.767,-101.4465
Stoutland,MO,37.8136,-92.5142
Altmar,NY,43.511,-76.0037
Hendersonville,PA,40.3007,-80.1583
Akron,AL,32.8785,-87.7429
Trowbridge,CA,38.9264,-121.5149
Snelling,CA,37.5216,-120.4385
Millport,NY,42.2681,-76.8363
Linndale,OH,41.445,-81.7665
Douds,IA,40.8438,-92.0764
Hager City,WI,44.6012,-92.5337
Spring Branch,TX,29.8849,-98.4127
Somerville,IN,38.2786,-87.377
Millbrook,IL,41.6071,-88.5454
Cumbola,PA,40.7139,-76.1433
Greeley,KS,38.3676,-95.1272
Ramer,TN,35.0718,-88.6147
Granada,MN,43.693,-94.3496
Grand Isle,ME,47.3065,-68.1552
Valle Crucis,NC,36.2076,-81.7861
Channing,TX,35.6819,-102.3322
Plato,MN,44.7724,-94.0397
Chunky,MS,32.3275,-88.9302
Dwight,KS,38.8449,-96.5921
Deer Creek,AZ,34.0644,-111.3505
Roca,NE,40.658,-96.6614
Empire,OH,40.5117,-80.6261
White Oak,OK,36.6098,-95.2762
Marcus,WA,48.6642,-118.0596
Tiro,OH,40.9062,-82.769
Leeds,NY,42.2554,-73.8929
Burlington,WY,44.4471,-108.432
Algiers,VT,42.8182,-72.5771
Asbury,NJ,40.7003,-75.0121
Fillmore,IL,39.1154,-89.2785
Palmer,IL,39.4587,-89.4079
Garden Farms,CA,35.4158,-120.6141
Gumbranch,GA,31.8367,-81.6838
Tipton,KS,39.3395,-98.4709
Anniston,MO,36.8243,-89.3267
Jericho Center,VT,44.4689,-72.9723
Woodville,GA,33.6713,-83.1068
Pine Point,MN,46.9889,-95.3883
Middlebrook,VA,38.0552,-79.2182
Wedgewood,MI,44.1937,-85.4902
Pleasant View,KY,36.6782,-84.1284
Morganton,GA,34.8749,-84.2442
Los Cerrillos,NM,35.4272,-106.1212
Hannibal,OH,39.6718,-80.8737
Morristown,OH,40.0638,-81.0696
Kensington,MN,45.778,-95.6971
Stratton,OH,40.5255,-80.6314
La Plant,SD,45.1353,-100.6648
Ladora,IA,41.7557,-92.1859
Hill View Heights,WY,43.8159,-104.1517
Fredonia,IA,41.2844,-91.3392
Hendrum,MN,47.2641,-96.8107
Blackburn,MO,39.1048,-93.4855
Progreso Lakes,TX,26.0712,-97.9587
Chester,NE,40.0101,-97.6181
Nichols,SC,34.235,-79.149
Houlton,WI,45.0609,-92.7903
Edmore,ND,48.4124,-98.4536
Northrop,MN,43.736,-94.4366
Flemington,WV,39.2666,-80.1285
Alpine,OR,44.3303,-123.3628
Fairview,VA,36.8292,-78.4653
Ackermanville,PA,40.835,-75.2227
Keswick,CA,40.6135,-122.4606
Hainesburg,NJ,40.9577,-75.0503
Montezuma Creek,UT,37.2563,-109.303
Boykin,AL,32.0696,-87.2915
Upper Kalskag,AK,61.5416,-160.3337
Little Meadows,PA,41.9891,-76.1277
Breckenridge,OK,36.4621,-97.7274
Emerson,AR,33.0973,-93.196
Chemung,IL,42.4162,-88.6641
Rocky,OK,35.1562,-99.0597
Wellsville,PA,40.0513,-76.9408
Batavia,WI,43.5934,-88.048
Alexander,IL,39.7218,-90.0368
Excelsior Estates,MO,39.39,-94.2082
Bertram,IA,41.9518,-91.5378
Riverland,MN,47.3228,-95.9512
McClure,IL,37.3146,-89.4335
Ten Sleep,WY,44.035,-107.4482
Lower Kalskag,AK,61.5163,-160.3556
Waldo,AL,33.3892,-86.036
Laguna Seca,TX,26.2793,-97.9262
Ridgeley,WV,39.6432,-78.7711
Pine Village,IN,40.4495,-87.2534
Heilwood,PA,40.6219,-78.9152
Toxey,AL,31.9109,-88.3092
Colerain,NC,36.2013,-76.7661
Stroh,IN,41.5814,-85.1994
Clam Gulch,AK,60.2,-151.3939
Rolling Prairie,IN,41.6743,-86.6207
Toronto,SD,44.5724,-96.6414
Magness,AR,35.7031,-91.4822
Rewey,WI,42.8419,-90.3961
Cromwell,OK,35.3525,-96.4557
Widener,AR,35.0233,-90.6818
Onycha,AL,31.2246,-86.2785
Ollie,IA,41.1992,-92.0924
Bellflower,MO,39.0038,-91.3521
High Hill,MO,38.8754,-91.3776
Shuqualak,MS,32.9793,-88.5693
Nordic,WY,43.0793,-110.9913
Wales,AK,65.6119,-168.0773
Andersonville,IN,39.4975,-85.2889
Losantville,IN,40.0237,-85.1836
Edwardsville,AL,33.8409,-85.4523
Willow City,ND,48.6047,-100.2933
Richey,MT,47.6439,-105.0696
Carbon,IN,39.5991,-87.1077
Twin Rocks,PA,40.4967,-78.8659
North Loup,NE,41.4955,-98.7726
Lake Angelus,MI,42.6921,-83.3216
Labish Village,OR,45.0191,-122.9736
Jackson Lake,CO,40.3758,-104.0712
Lake Lafayette,MO,38.9487,-93.9714
Huron,IN,38.7223,-86.6706
Gladstone,IL,40.8643,-90.9566
Walnut,KS,37.6018,-95.0743
Williams,MN,48.768,-94.9533
Coffeeville,AL,31.7666,-88.0861
Conway,MI,45.4188,-84.8634
Ruby,AK,64.7233,-155.5005
Atlantic Beach,SC,33.8035,-78.7177
Bluejacket,OK,36.8003,-95.074
San Miguel,AZ,31.6295,-111.7801
Lake Wilson,MN,43.9953,-95.9533
Brandy Station,VA,38.4977,-77.8899
Scotts,MI,42.1941,-85.4137
Henderson Point,MS,30.3153,-89.2864
Batchtown,IL,39.0331,-90.6533
Noma,FL,30.9802,-85.6223
Henry,SD,44.8809,-97.4616
Parkersburg,IL,38.5891,-88.0568
Holcombe,WI,45.2261,-91.1217
Wilmot,OH,40.6555,-81.6347
Sylvania,PA,41.8029,-76.8607
Hillsdale,IN,39.7859,-87.3903
Westcreek,CO,39.1499,-105.1626
Gabbs,NV,38.8621,-117.933
Peacham,VT,44.3296,-72.1725
Coulter,PA,40.3006,-79.7973
Gainesville,AL,32.8149,-88.1608
Frederika,IA,42.8837,-92.306
Partridge,KS,37.9666,-98.0922
Henning,IL,40.3069,-87.701
Glenn Springs,SC,34.8134,-81.8415
Cornish,UT,41.9717,-111.9565
Villard,MN,45.7137,-95.2689
Bynum,TX,31.9691,-97.0031
Irwin,ID,43.3965,-111.2721
Princeton,KS,38.4874,-95.2698
Young,AZ,34.1189,-110.9559
Dellroy,OH,40.555,-81.1992
Middle Village,WI,44.9347,-88.7334
Barry,TX,32.0999,-96.6378
Old Monroe,MO,38.9379,-90.7468
Salvisa,KY,37.921,-84.8615
Duane Lake,NY,42.7526,-74.1088
Randolph,IA,40.8731,-95.5647
Tescott,KS,39.013,-97.8781
Lake Chaffee,CT,41.9389,-72.1961
Industry,TX,29.9715,-96.4992
Hardwick,MN,43.7742,-96.1975
Stovall,NC,36.4476,-78.5689
Homa Hills,WY,42.9857,-106.3719
Orangeville,OH,41.3421,-80.5277
Weinert,TX,33.3234,-99.6736
Santee,NE,42.8386,-97.8495
Totah Vista,NM,36.7113,-108.2035
Starr School,MT,48.5976,-113.1433
Yeoman,IN,40.6677,-86.7238
Jeffers Gardens,OR,46.1518,-123.852
Heidelberg,MN,44.4931,-93.6265
Raleigh,IL,37.8262,-88.5304
Moose Run,PA,40.953,-77.8031
Creston,WA,47.7594,-118.52
Ocosta,WA,46.8913,-124.0236
Cabery,IL,40.9958,-88.2037
Lake Ka-Ho,IL,39.0998,-89.7463
Kylertown,PA,40.9993,-78.1681
Woolsey,GA,33.3626,-84.4113
Latah,WA,47.2822,-117.1557
Nehalem,OR,45.7196,-123.8941
Dannebrog,NE,41.1185,-98.5456
Mongaup Valley,NY,41.676,-74.7831
Maysville,CO,38.5305,-106.2156
East Rocky Hill,NJ,40.4079,-74.6128
Penelope,TX,31.8585,-96.9281
Becenti,NM,35.8123,-108.1708
Elberta,PA,40.5124,-78.3241
Blue Mound,KS,38.089,-95.01
Watts,OK,36.1073,-94.5718
Radisson,WI,45.7678,-91.218
Rickardsville,IA,42.5815,-90.8762
Westside,CA,36.4042,-120.1341
New Munster,WI,42.5758,-88.2311
Dadeville,MO,37.4793,-93.6739
Cisco,IL,40.0117,-88.7254
Marathon,IA,42.8602,-94.9829
Pocahontas,VA,37.307,-81.3436
Green Hill,IN,40.4135,-87.1122
Winterhaven,CA,32.7372,-114.6378
Maynard,MN,44.9055,-95.4687
Acampo,CA,38.1735,-121.2797
Upper Santan Village,AZ,33.1152,-111.7419
Lake Wallenpaupack Estates,PA,41.3675,-75.3371
Ardentown,DE,39.8083,-75.4809
Litchfield,NE,41.1562,-99.1531
Lismore,MN,43.7491,-95.9481
Crandall,IN,38.2883,-86.0659
Wesley,AR,36.029,-93.9165
Hinsdale,MT,48.4036,-107.0582
Fair Oaks,OR,43.4109,-123.2194
Martinsburg,IN,38.444,-86.0261
Midway,OH,39.7332,-83.4766
Golden,MO,36.5266,-93.6637
Chelan Falls,WA,47.7994,-119.9882
Monroe,SD,43.4865,-97.2166
McNabb,IL,41.177,-89.2096
Beaux Arts Village,WA,47.5853,-122.205
Burdette,AR,35.8152,-89.9467
Rockport,KY,37.3359,-86.991
Caballo,NM,32.9806,-107.3075
Bluff,UT,37.2871,-109.573
Post Mountain,CA,40.416,-123.2316
Gilman,MN,45.7353,-93.9486
Welda,KS,38.1747,-95.2915
Kensal,ND,47.3,-98.7321
Homer,IN,39.5781,-85.578
Monticello,MO,40.1188,-91.713
Union Mills,IN,41.4931,-86.7775
Morgan's Point,TX,29.6765,-95.0027
East Carondelet,IL,38.5385,-90.24
Grainfield,KS,39.1143,-100.4684
Denison,KS,39.3938,-95.6285
Marquette,WI,43.7464,-89.1384
Panama,NE,40.5998,-96.5111
Sanford,AL,31.3007,-86.3976
Ashton,NE,41.2477,-98.795
Germantown,KY,38.6559,-83.9643
Yankee Hill,CA,39.7007,-121.5147
Custar,OH,41.2846,-83.8438
Abercrombie,ND,46.4469,-96.7294
Magnolia,IL,41.1141,-89.1958
Chilhowee,MO,38.5885,-93.8559
Rocheport,MO,38.9784,-92.5635
Oriska,ND,46.9313,-97.7908
Liberty,OK,35.4656,-94.5442
Butlerville,IN,39.0325,-85.5131
Yoder,WY,41.917,-104.2955
Cove Neck,NY,40.884,-73.5002
Iuka,KS,37.729,-98.7327
Hayward,MN,43.6499,-93.246
Kimball,WV,37.4268,-81.5078
Jerome,AZ,34.7471,-112.1076
Andersonville,GA,32.1965,-84.1454
Samburg,TN,36.3823,-89.3533
Continental Divide,NM,35.4329,-108.3358
Galisteo,NM,35.3984,-105.9571
